region,sub,reg_sub,col,del,lat_c,lon_c,cp,num_diligencias_cpxgeo,num_addr_cpxgeo,num_diligencias_region,num_diligencias_subregion
2,3,10,"PURISIMA ATLAZOLPA","IZTAPALAPA",19.38076,-99.107903,"09429",19,8,5339,1226
2,3,10,"AMPLIACION BARRIO SAN MIGUEL","IZTAPALAPA",19.34343,-98.988029,"09630",3,1,5339,1226
2,3,10,"BARRIO SAN MIGUEL","IZTACALCO",19.391623,-99.115776,"08650",21,6,5339,1226
2,3,10,"BARRIO SAN PEDRO","IZTACALCO",19.393841,-99.128944,"08220",30,10,5339,1226
2,3,10,"GUADALUPE DEL MORAL","IZTAPALAPA",19.366556,-99.085167,"09000",550,37,5339,1226
2,3,10,"FRACCIONAMIENTO INDUSTRIAL DEL MORAL","IZTAPALAPA",19.388088,-99.082687,"09010",1,1,5339,1226
2,3,10,"REFORMA IZTACCIHUATL NORTE","IZTACALCO",19.385912,-99.128922,"08810",26,7,5339,1226
2,3,10,"GUADALUPE DEL MORAL","IZTAPALAPA",19.372129,-99.068802,"09330",1,1,5339,1226
2,3,10,"SAN MIGUEL","IZTAPALAPA",19.357502,-99.079903,"09360",67,17,5339,1226
2,3,10,"VIADUCTO PIEDAD","IZTACALCO",19.400293,-99.13311,"08200",77,22,5339,1226
2,3,10,"SANTA MARIA TOMATLAN","IZTAPALAPA",19.324793,-99.101631,"09870",18,6,5339,1226
2,3,10,"FRACCIONAMIENTO INDUSTRIAL DEL MORAL","IZTAPALAPA",19.384628,-99.071381,"09319",110,33,5339,1226
2,3,10,"CONSTITUCION DE 1917","IZTAPALAPA",19.349709,-99.058472,"09260",13,6,5339,1226
2,3,10,"CAMPAMENTO 2 DE OCTUBRE","IZTACALCO",19.383905,-99.116089,"08930",15,4,5339,1226
2,4,11,"UNIDAD MODELO","IZTAPALAPA",19.36433,-99.125122,"09089",9,3,5339,317
2,4,11,"MEXICALTZINGO","IZTAPALAPA",19.357143,-99.120583,"09099",20,4,5339,317
2,4,11,"LA ESPERANZA","IZTAPALAPA",19.311911,-99.077072,"09910",36,10,5339,317
2,4,11,"SECTOR POPULAR","IZTAPALAPA",19.365355,-99.116356,"09060",47,19,5339,317
2,4,11,"EMPERADOR CACAMA","IZTAPALAPA",19.359941,-99.12175,"09080",7,4,5339,317
2,4,11,"CUAUHTEMOC","CUAUHTEMOC",19.300037,-99.07827,"09970",9,2,5339,317
2,4,11,"GRANJAS SAN ANTONIO","IZTAPALAPA",19.364347,-99.107315,"09070",153,35,5339,317
2,4,11,"HEROES DE CHURUBUSCO","IZTAPALAPA",19.362432,-99.119324,"09090",36,8,5339,317
2,5,12,"","IZTAPALAPA",19.351688,-99.078316,"09837",19,4,5339,630
2,5,12,"LOMAS ESTRELLA","IZTAPALAPA",19.312479,-99.092682,"09897",2,1,5339,630
2,5,12,"LOA REYES CULHUACAN","IZTAPALAPA",19.348719,-99.107124,"09840",2,1,5339,630
2,5,12,"EL VERGEL","IZTAPALAPA",19.318405,-99.085854,"09880",68,23,5339,630
2,5,12,"EL MANTO","IZTAPALAPA",19.347887,-99.078072,"09858",2,1,5339,630
2,5,12,"GRANJAS ESMERALDA","IZTAPALAPA",19.353571,-99.115059,"09810",159,34,5339,630
2,5,12,"PARAJE SAN JUAN","IZTAPALAPA",19.345436,-99.072166,"09830",66,19,5339,630
2,5,12,"SANTA ISABEL INDUSTRIAL","IZTAPALAPA",19.35276,-99.103409,"09820",55,21,5339,630
2,5,12,"AMPLIACION LOS REYES CULHUACAN","IZTAPALAPA",19.346165,-99.103058,"09849",1,1,5339,630
2,5,12,"PUEBLO CULHUACAN","IZTAPALAPA",19.336506,-99.109543,"09800",90,22,5339,630
2,5,12,"LOMAS ESTRELLA SEGUNDA SECCION","IZTAPALAPA",19.320311,-99.094086,"09890",33,10,5339,630
2,5,12,"CERRO DE LA ESTRELLA","IZTAPALAPA",19.321762,-99.082436,"09889",1,1,5339,630
2,5,12,"","IZTAPALAPA",19.302219,-99.018692,"13419",2,2,5339,630
2,5,12,"SAN JUAN XALPA","IZTAPALAPA",19.330111,-99.084557,"09850",30,15,5339,630
2,5,12,"CERRO DE LA ESTRELLA","IZTAPALAPA",19.327456,-99.081108,"09864",4,1,5339,630
2,5,12,"CERRO DE LA ESTRELLA","IZTAPALAPA",19.324543,-99.076492,"09860",84,23,5339,630
2,5,12,"EL MANTO","IZTAPALAPA",19.352938,-99.084099,"09838",12,3,5339,630
2,6,13,"RENOVACION","IZTAPALAPA",19.369354,-99.054535,"09207",29,7,5339,1387
2,6,13,"JACARANDAS","IZTAPALAPA",19.345776,-99.052216,"09280",20,5,5339,1387
2,6,13,"CHINAM PAC DE JUAREZ","IZTAPALAPA",19.381302,-99.044006,"09208",31,9,5339,1387
2,6,13,"RENOVACION","IZTAPALAPA",19.369541,-99.05014,"09209",5,2,5339,1387
2,6,13,"SANTA MARIA AZTAHUACAN","IZTAPALAPA",19.357811,-99.034172,"09570",94,26,5339,1387
2,6,13,"","IZTAPALAPA",19.35697,-99.062889,"09240",7,4,5339,1387
2,6,13,"AGRICOLA PANTITLAN","IZTACALCO",19.410568,-99.06398,"08100",196,50,5339,1387
2,6,13,"SEGUNDA AMPLIACION SANTIAGO ACAHUALTEPEC","IZTAPALAPA",19.351246,-99.01178,"09608",1,1,5339,1387
2,6,13,"SANTA MARTHA ACATITLA","IZTAPALAPA",19.357092,-99.003372,"09600",2,1,5339,1387
2,6,13,"FRANCISCO VILLA","IZTAPALAPA",19.339098,-99.055992,"09720",15,6,5339,1387
2,6,13,"LA ASUNCION","TLAHUAC",19.27235,-99.006729,"13000",10,3,5339,1387
2,6,13,"","IZTAPALAPA",19.344692,-99.015587,"09640",33,11,5339,1387
2,6,13,"CITLALLI","IZTAPALAPA",19.344126,-99.024597,"09660",10,5,5339,1387
2,6,13,"SANTA MARTHA ACATITLA NORTE","IZTAPALAPA",19.376009,-99.016136,"09140",25,11,5339,1387
2,6,13,"SAN SEBASTIAN TECOLOXTITLA","IZTAPALAPA",19.361168,-99.017906,"09520",10,3,5339,1387
2,6,13,"SANTA MARIA AZTAHUACAN","IZTAPALAPA",19.348597,-99.025063,"09500",63,21,5339,1387
2,6,13,"SANTA MARTHA ACATITLA","IZTAPALAPA",19.361391,-99.007393,"09510",46,16,5339,1387
2,6,13,"SANTA MARTHA ACATITLA","IZTAPALAPA",19.369209,-99.01696,"09530",42,17,5339,1387
2,6,13,"COLONIAL IZTAPALAPA","IZTAPALAPA",19.347023,-99.056641,"09270",3,3,5339,1387
2,6,13,"","IZTAPALAPA",19.348486,-99.013145,"09609",9,4,5339,1387
2,6,13,"REFORMA POLITICA","IZTAPALAPA",19.341534,-99.029739,"09730",16,7,5339,1387
2,6,13,"AGRICOLA PANTITLAN","IZTACALCO",19.406765,-99.067734,"08188",5,1,5339,1387
2,6,13,"GRANJAS MEXICO","IZTACALCO",19.401224,-99.101204,"08400",555,106,5339,1387
2,6,13,"TEPALCATES","IZTAPALAPA",19.392849,-99.054939,"09210",47,14,5339,1387
2,6,13,"","IZTAPALAPA",19.366934,-99.037491,"09578",4,2,5339,1387
2,6,13,"DESARROLLO URBANO QUETZALCOATL","IZTAPALAPA",19.337,-99.039764,"09700",66,27,5339,1387
2,6,13,"SANTA MARIA AZTAHUACAN","IZTAPALAPA",19.323824,-99.034767,"09706",12,3,5339,1387
2,6,13,"SANTA CRUZ MEYEHUALCO","IZTAPALAPA",19.348272,-99.045685,"09290",18,7,5339,1387
2,6,13,"GABRIEL RAMOS MILLAN SECCION BRAMADERO","IZTACALCO",19.390602,-99.097145,"08000",13,4,5339,1387
2,7,14,"AMPLIACION JOSE LOPEZ PORTILLO","TLAHUAC",19.305874,-99.041397,"13318",1,1,5339,300
2,7,14,"","TLAHUAC",19.309792,-99.077759,"13300",14,7,5339,300
2,7,14,"SANTA CATARINA YECAHUIZOTL","TLAHUAC",19.304903,-98.967957,"13180",13,2,5339,300
2,7,14,"CONSEJO AGRARISTA MEXICANO","IZTAPALAPA",19.325798,-99.055145,"09760",13,5,5339,300
2,7,14,"SELENE","TLAHUAC",19.284119,-99.006966,"13420",11,4,5339,300
2,7,14,"LA NOPALERA","TLAHUAC",19.29917,-99.051315,"13220",14,6,5339,300
2,7,14,"SAN LORENZO TEZONCO","IZTAPALAPA",19.307421,-99.065208,"09790",6,3,5339,300
2,7,14,"AMPLIACION EMILIANO ZAPATA","IZTAPALAPA",19.341654,-98.979004,"09638",1,1,5339,300
2,7,14,"","TLAHUAC",19.294647,-99.036697,"13360",38,14,5339,300
2,7,14,"SANTA CATARINA YECAHUITZOTL","TLAHUAC",19.32378,-98.960533,"13120",8,3,5339,300
2,7,14,"SAN LORENZO TEZONCO","IZTAPALAPA",19.294899,-99.07135,"09960",3,1,5339,300
2,7,14,"LA ESTACION","TLAHUAC",19.310678,-99.041954,"13319",5,2,5339,300
2,7,14,"PUENTE BLANCO","IZTAPALAPA",19.327274,-99.065025,"09770",2,2,5339,300
2,7,14,"LA DRAGA","TLAHUAC",19.284069,-99.046524,"13273",8,4,5339,300
2,7,14,"DEL MAR","TLAHUAC",19.290298,-99.060112,"13270",8,4,5339,300
2,7,14,"LOMAS DE SAN LORENZO","IZTAPALAPA",19.317799,-99.065102,"09780",22,11,5339,300
2,7,14,"BARRIO DE ZAPOTLA","IZTACALCO",19.395708,-99.121742,"08610",14,4,5339,300
2,7,14,"LAS ARBOLEDAS","TLAHUAC",19.306299,-99.0541,"13219",24,7,5339,300
2,7,14,"","TLAHUAC",19.308773,-99.039185,"13310",2,2,5339,300
2,7,14,"","IZTAPALAPA",19.30542,-99.082481,"09920",17,5,5339,300
2,7,14,"MIGUEL HIDALGO","TLAHUAC",19.290245,-99.045425,"13200",22,9,5339,300
2,7,14,"EJIDOS DEL MORAL","IZTAPALAPA",19.305975,-99.075226,"09900",39,18,5339,300
2,7,14,"SAN JOSE TLAHUAC","TLAHUAC",19.277653,-98.993073,"13020",5,2,5339,300
2,7,14,"LA HERA","IZTAPALAPA",19.332357,-99.058136,"09740",8,4,5339,300
2,7,14,"","",19.303263,-98.965942,"13100",2,2,5339,300
2,,,"JUVENTINO ROSAS","IZTACALCO",19.392429,-99.105774,"08700",21,5,5339,885
2,,,"OLIVAR SANTA MARIA","TLAHUAC",19.247982,-99.006355,"13546",10,1,5339,885
2,,,"PARAJE SAN JUAN","IZTAPALAPA",19.338818,-99.067421,"09839",4,1,5339,885
2,,,"AMPLIACION EL SANTUARIO","IZTAPALAPA",19.350361,-99.096199,"09829",18,2,5339,885
2,,,"AMPLIACION LOS OLIVOS","IZTAPALAPA",19.303862,-99.029404,"13314",2,1,5339,885
2,,,"JUSTO SIERRA","IZTAPALAPA",19.36014,-99.135422,"09460",16,5,5339,885
2,,,"BARRIO LA ASUNCION","IZTACALCO",19.39073,-99.121513,"08600",4,2,5339,885
2,,,"","IZTACALCO",19.387812,-99.121506,"08910",6,2,5339,885
2,,,"PARAJE ZACATEPEC","IZTAPALAPA",19.359102,-99.019737,"09560",1,1,5339,885
2,,,"SANTIAGO ZAPOTITLA","TLAHUAC",19.302286,-99.041946,"13316",7,1,5339,885
2,,,"EL RODEO","IZTACALCO",19.395372,-99.084503,"08510",5,3,5339,885
2,,,"EJERCITO DE ORIENTE","IZTAPALAPA",19.370655,-99.030304,"09239",3,1,5339,885
2,,,"LAS PEÑAS","IZTAPALAPA",19.336626,-99.051201,"09750",8,4,5339,885
2,,,"LA ERA","IZTAPALAPA",19.333162,-99.020981,"09680",1,1,5339,885
2,,,"AMPLIACION EL TRIUNFO","IZTAPALAPA",19.376867,-99.115112,"09438",5,2,5339,885
2,,,"RAMOS MILLAN","IZTACALCO",19.394569,-99.10807,"08720",16,3,5339,885
2,,,"INPI LOS PICOS","IZTACALCO",19.388075,-99.104561,"08760",14,2,5339,885
2,,,"EX-EJIDO DE LA MAGDALENA MIXHUCA","IZTACALCO",19.393305,-99.089462,"08010",4,3,5339,885
2,,,"JARDINES TECMA","IZTACALCO",19.388113,-99.115799,"08920",4,1,5339,885
2,,,"SIDERAL","IZTAPALAPA",19.373949,-99.064194,"09320",4,1,5339,885
2,,,"NUEVA SANTA ANITA","IZTACALCO",19.398327,-99.129227,"08210",65,4,5339,885
2,,,"UNIDAD HABITACIONAL VICENTE GUERRERO","IZTAPALAPA",19.361553,-99.064369,"09200",1,1,5339,885
2,,,"REFORMA IZTACCIHUATL SUR","IZTACALCO",19.377245,-99.129089,"08840",14,6,5339,885
2,,,"LOMAS DE ZARAGOZA","IZTAPALAPA",19.357729,-99.001984,"09620",1,1,5339,885
2,,,"PUEBLO SAN JUAN IXTAYOPAN BARRIO LA ASUNCION","TLAHUAC",19.230917,-98.999077,"13530",2,1,5339,885
2,,,"AMPLIACION SINATEL","IZTAPALAPA",19.366116,-99.129044,"09479",6,2,5339,885
2,,,"SANTA CECILIA","TLAHUAC",19.279684,-99.009071,"13010",3,2,5339,885
2,,,"SAN FRANCISCO XICALTONGO","IZTACALCO",19.391756,-99.125595,"08240",27,2,5339,885
2,,,"LA HABANA","TLAHUAC",19.270836,-98.997932,"13050",3,2,5339,885
2,,,"SANTA ANITA","IZTACALCO",19.399387,-99.122208,"08300",74,10,5339,885
2,,,"BARRIO DE LOS REYES","IZTACALCO",19.395504,-99.117767,"08620",20,7,5339,885
2,,,"SANTIAGO SUR","IZTACALCO",19.387465,-99.12571,"08800",13,5,5339,885
3,1,15,"NUEVA INDUSTRIAL VALLEJO","GUSTAVO A MADERO",19.496206,-99.141716,"07739",3,2,3742,1005
3,1,15,"VALLE DEL TEPEYAC","GUSTAVO A MADERO",19.488749,-99.140366,"07740",1,1,3742,1005
3,1,15,"LA ESCALERA","GUSTAVO A MADERO",19.510962,-99.135574,"07320",29,10,3742,1005
3,1,15,"LINDAVISTA VALLEJO","GUSTAVO A MADERO",19.494448,-99.148293,"07755",2,1,3742,1005
3,1,15,"NUEVA VALLEJO","GUSTAVO A MADERO",19.493338,-99.151413,"07750",56,22,3742,1005
3,1,15,"VALLEJO PONIENTE","GUSTAVO A MADERO",19.474211,-99.142128,"07790",42,12,3742,1005
3,1,15,"SIETE MARAVILLAS","GUSTAVO A MADERO",19.516142,-99.146408,"07707",12,6,3742,1005
3,1,15,"MAGDALENA DE LAS SALINAS","GUSTAVO A MADERO",19.482571,-99.140617,"07760",126,33,3742,1005
3,1,15,"TORRES DE LINDA VISTA","GUSTAVO A MADERO",19.508911,-99.14666,"07708",23,6,3742,1005
3,1,15,"RESIDENCIAL ACUEDUCTO DE GUADALUPE","GUSTAVO A MADERO",19.523809,-99.148117,"07270",34,7,3742,1005
3,1,15,"VILLA GUSTAVO A MADERO","GUSTAVO A MADERO",19.482517,-99.113617,"07050",19,6,3742,1005
3,1,15,"SANTA ROSA","GUSTAVO A MADERO",19.521931,-99.167099,"07620",34,12,3742,1005
3,1,15,"SAN JOSE TICOMAN","GUSTAVO A MADERO",19.509235,-99.129471,"07340",22,5,3742,1005
3,1,15,"RESIDENCIAL ZACATENCO","GUSTAVO A MADERO",19.514736,-99.124542,"07359",5,2,3742,1005
3,1,15,"SANTA MARIA TICOMAN","GUSTAVO A MADERO",19.516357,-99.131653,"07330",18,6,3742,1005
3,1,15,"RESIDENCIAL ZACATENCO","GUSTAVO A MADERO",19.502275,-99.124855,"07369",38,12,3742,1005
3,1,15,"LINDAVISTA VALLEJO","GUSTAVO A MADERO",19.499346,-99.150841,"07720",3,1,3742,1005
3,1,15,"LINDAVISTA","GUSTAVO A MADERO",19.491867,-99.130089,"07300",259,75,3742,1005
3,1,15,"DEFENSORES DE LA REPUBLICA","GUSTAVO A MADERO",19.472879,-99.142693,"07780",14,4,3742,1005
3,1,15,"SAN BARTOLO ATEPEHUACAN","GUSTAVO A MADERO",19.49262,-99.142235,"07730",48,14,3742,1005
3,1,15,"AMPLIACION PANAMERICANA","GUSTAVO A MADERO",19.478937,-99.141975,"07770",15,4,3742,1005
3,1,15,"DEFENSORES DE LA REPUBLICA","GUSTAVO A MADERO",19.46236,-99.116051,"07880",12,4,3742,1005
3,1,15,"CAPULTITLAN","GUSTAVO A MADERO",19.478029,-99.135582,"07370",17,8,3742,1005
3,1,15,"NUEVA INDUSTRIAL VALLEJO","GUSTAVO A MADERO",19.508091,-99.150391,"07700",165,39,3742,1005
3,1,15,"","GUSTAVO A MADERO",19.477571,-99.136292,"07380",8,5,3742,1005
3,2,16,"PROVIDENCIA","GUSTAVO A MADERO",19.481525,-99.071671,"07550",6,3,3742,1100
3,2,16,"GUADALUPE TEPEYAC","GUSTAVO A MADERO",19.466719,-99.121445,"07840",55,16,3742,1100
3,2,16,"AMPLIACION CASAS ALEMAN","GUSTAVO A MADERO",19.475409,-99.085075,"07580",13,4,3742,1100
3,2,16,"TRES ESTRELLAS","GUSTAVO A MADERO",19.471117,-99.107613,"07820",19,9,3742,1100
3,2,16,"BONDOJITO","GUSTAVO A MADERO",19.464315,-99.106529,"07858",5,2,3742,1100
3,2,16,"GRANJAS MODERNAS","GUSTAVO A MADERO",19.479176,-99.100616,"07460",86,10,3742,1100
3,2,16,"ARAGON LA VILLA","GUSTAVO A MADERO",19.479145,-99.113045,"07000",19,7,3742,1100
3,2,16,"25 DE JULIO","GUSTAVO A MADERO",19.495804,-99.081688,"07520",3,2,3742,1100
3,2,16,"LA PRADERA","GUSTAVO A MADERO",19.478849,-99.065376,"07500",7,4,3742,1100
3,2,16,"SAN JUAN DE RAGON","GUSTAVO A MADERO",19.467722,-99.081917,"07919",4,3,3742,1100
3,2,16,"MALINCHE","GUSTAVO A MADERO",19.452888,-99.104393,"07899",10,3,3742,1100
3,2,16,"CONSTITUCION DE LA REPUBLICA","GUSTAVO A MADERO",19.482721,-99.101402,"07469",5,3,3742,1100
3,2,16,"","GUSTAVO A MADERO",19.469481,-99.065323,"07918",5,3,3742,1100
3,2,16,"INDUSTRIAL","GUSTAVO A MADERO",19.474442,-99.125519,"07800",105,29,3742,1100
3,2,16,"HEROES DE CHAPULTEPEC","GUSTAVO A MADERO",19.475143,-99.091156,"07939",1,1,3742,1100
3,2,16,"VASCO DE QUIROGA","GUSTAVO A MADERO",19.496176,-99.091087,"07440",5,3,3742,1100
3,2,16,"GRANJAS MODERNAS","GUSTAVO A MADERO",19.483692,-99.097778,"07400",24,4,3742,1100
3,2,16,"BONDOJITO","GUSTAVO A MADERO",19.467068,-99.10936,"07850",42,11,3742,1100
3,2,16,"MARTIRES DE RIO BLANCO","GUSTAVO A MADERO",19.462135,-99.105789,"07859",3,2,3742,1100
3,2,16,"GERTRUDIS SANCHEZ","GUSTAVO A MADERO",19.467295,-99.099472,"07839",21,2,3742,1100
3,2,16,"GERTRUDIS SANCHEZ 2A SECCION","GUSTAVO A MADERO",19.462116,-99.102287,"07838",11,6,3742,1100
3,2,16,"ESTRELLA","GUSTAVO A MADERO",19.476078,-99.118507,"07810",28,9,3742,1100
3,2,16,"","GUSTAVO A MADERO",19.452244,-99.070763,"07970",17,6,3742,1100
3,2,16,"","GUSTAVO A MADERO",19.453379,-99.056793,"07990",5,3,3742,1100
3,2,16,"VALLEJO","GUSTAVO A MADERO",19.467594,-99.130684,"07870",120,29,3742,1100
3,2,16,"ATZACOALCO CTM","GUSTAVO A MADERO",19.509541,-99.101486,"07090",15,8,3742,1100
3,2,16,"SAN JUAN DE ARAGON II SECCION","GUSTAVO A MADERO",19.455441,-99.089111,"07969",31,16,3742,1100
3,2,16,"GERTRUDIS SANCHEZ","GUSTAVO A MADERO",19.470142,-99.105225,"07830",3,1,3742,1100
3,2,16,"TEPEYAC INSURGENTES","GUSTAVO A MADERO",19.48624,-99.120331,"07020",87,25,3742,1100
3,2,16,"VALENTIN GOMEZ FARIAS","VENUSTIANO CARRANZA",19.41581,-99.091225,"15010",9,2,3742,1100
3,2,16,"NUEVA ATZACOALCO","GUSTAVO A MADERO",19.49896,-99.096107,"07040",37,11,3742,1100
3,2,16,"","GUSTAVO A MADERO",19.451517,-99.096527,"07960",4,2,3742,1100
3,2,16,"U H NARCISO BASSOLS","GUSTAVO A MADERO",19.455925,-99.058311,"07980",4,3,3742,1100
3,2,16,"SAN JUAN DE ARAGON","GUSTAVO A MADERO",19.46863,-99.092361,"07940",2,1,3742,1100
3,2,16,"AMPLIACION SAN JUAN DE ARAGON","GUSTAVO A MADERO",19.475908,-99.105293,"07470",55,17,3742,1100
3,2,16,"SAN PEDRO EL CHICO","GUSTAVO A MADERO",19.471596,-99.09816,"07480",6,3,3742,1100
3,2,16,"TABLAS DE SAN AGUSTIN","GUSTAVO A MADERO",19.464781,-99.113556,"07860",16,5,3742,1100
3,2,16,"SAN JUAN DE ARAGON","GUSTAVO A MADERO",19.454477,-99.063278,"07979",31,7,3742,1100
3,2,16,"","GUSTAVO A MADERO",19.485624,-99.109245,"07070",13,5,3742,1100
3,2,16,"SAN FELIPE DE JESUS","GUSTAVO A MADERO",19.495398,-99.075874,"07510",22,9,3742,1100
3,2,16,"CUCHILLA DEL TESORO","GUSTAVO A MADERO",19.447412,-99.061333,"07900",4,3,3742,1100
3,2,16,"CAMPESTRE ARAGON","GUSTAVO A MADERO",19.488651,-99.079651,"07530",7,2,3742,1100
3,2,16,"ESTRELLA","GUSTAVO A MADERO",19.541389,-99.132462,"07199",1,1,3742,1100
3,2,16,"SAN JUAN DE ARAGON","GUSTAVO A MADERO",19.467545,-99.085152,"07950",24,11,3742,1100
3,2,16,"DM NACIONAL SAN PEDRO EL CHICO","GUSTAVO A MADERO",19.476774,-99.094475,"07450",14,5,3742,1100
3,2,16,"VILLA HERMOSA","GUSTAVO A MADERO",19.50242,-99.092682,"07410",38,4,3742,1100
3,2,16,"NUEVA ATZACOALCO","GUSTAVO A MADERO",19.493401,-99.087982,"07420",4,3,3742,1100
3,2,16,"SANTA ISABEL TOLA","GUSTAVO A MADERO",19.498217,-99.114616,"07010",49,19,3742,1100
3,2,16,"EX EJIDO SAN JUAN DE ARAGON","GUSTAVO A MADERO",19.458773,-99.080101,"07920",5,1,3742,1100
3,3,17,"JARDIN BALBUENA","VENUSTIANO CARRANZA",19.418608,-99.107536,"15900",219,59,3742,662
3,3,17,"VALLE GOMEZ","VENUSTIANO CARRANZA",19.457279,-99.118332,"15210",6,4,3742,662
3,3,17,"LORENZO BOTURINI","VENUSTIANO CARRANZA",19.41548,-99.125565,"15820",57,14,3742,662
3,3,17,"MOCTEZUMA PRIMERA SECCION","VENUSTIANO CARRANZA",19.426655,-99.10688,"15500",14,5,3742,662
3,3,17,"MICHOACANA","VENUSTIANO CARRANZA",19.446222,-99.116096,"15240",2,1,3742,662
3,3,17,"ROMERO RUBIO","VENUSTIANO CARRANZA",19.442778,-99.094391,"15400",5,2,3742,662
3,3,17,"AQUILES SERDAN","VENUSTIANO CARRANZA",19.448265,-99.091301,"15430",13,4,3742,662
3,3,17,"MERCED BALBUENA","VENUSTIANO CARRANZA",19.419813,-99.123306,"15810",21,10,3742,662
3,3,17,"20 DE NOVIEMBRE","VENUSTIANO CARRANZA",19.439722,-99.112854,"15340",2,1,3742,662
